Brand,Model,Storage,Recommendation 1,Recommendation 2,Standad Price,SM-S9480ZKPTGY_ETI,SM-S9480LBPTGY_ETI,SM-S9480ZVPTGY_ETI,SM-S9480ZDPTGY_ETI,SM-S9480ZSPTGY_ETI,SM-S9480ZKOTGY_ETI,SM-S9480LBOTGY_ETI,SM-S9480ZVOTGY_ETI,SM-S9480ZWOTGY_ETI,SM-S9480ZDOTGY_ETI,SM-S9480ZSOTGY_ETI,SM-S9480ZKITGY_ETI,SM-S9480LBITGY_ETI,SM-S9480ZVITGY_ETI,SM-S9480ZWITGY_ETI,SM-S9480ZDITGY_ETI,SM-S9480ZSITGY_ETI,SM-F9660DBHTGY_ETI,SM-F9660ZKHTGY_ETI,SM-F9660DBGTGY_ETI,SM-F9660ZSGTGY_ETI,SM-F9660ZKGTGY_ETI,SM-F9660LGGTGY_ETI,SM-F9660DBDTGY_ETI,SM-F9660ZSDTGY_ETI,SM-F9660ZKDTGY_ETI,SM-F9660LGDTGY_ETI,SM-F7660DBETGY_ETI,SM-F7660ZKETGY_ETI,SM-F7660ZRETGY_ETI,SM-F7660LGETGY_ETI,SM-F7660DBATGY_ETI,SM-F7660ZKATGY_ETI,SM-F7660ZRATGY_ETI,SM-F7660LGATGY_ETI,SM-S9480ZKPTGY_GTI,SM-S9480LBPTGY_GTI,SM-S9480ZVPTGY_GTI,SM-S9480ZDPTGY_GTI,SM-S9480ZSPTGY_GTI,SM-S9480ZKOTGY_GTI,SM-S9480LBOTGY_GTI,SM-S9480ZVOTGY_GTI,SM-S9480ZWOTGY_GTI,SM-S9480ZDOTGY_GTI,SM-S9480ZSOTGY_GTI,SM-S9480ZKITGY_GTI,SM-S9480LBITGY_GTI,SM-S9480ZVITGY_GTI,SM-S9480ZWITGY_GTI,SM-S9480ZDITGY_GTI,SM-S9480ZSITGY_GTI,SM-F9660DBHTGY_GTI,SM-F9660ZKHTGY_GTI,SM-F9660DBGTGY_GTI,SM-F9660ZSGTGY_GTI,SM-F9660ZKGTGY_GTI,SM-F9660LGGTGY_GTI,SM-F9660DBDTGY_GTI,SM-F9660ZSDTGY_GTI,SM-F9660ZKDTGY_GTI,SM-F9660LGDTGY_GTI,SM-F7660DBETGY_GTI,SM-F7660ZKETGY_GTI,SM-F7660ZRETGY_GTI,SM-F7660LGETGY_GTI,SM-F7660DBATGY_GTI,SM-F7660ZKATGY_GTI,SM-F7660ZRATGY_GTI,SM-F7660LGATGY_GTI
Samsung,Galaxy Z Flip6,512GB,Galaxy Z Flip7,,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,5000,5000,5000,5000,5000,5000,5000
Samsung,Galaxy Z Flip5,512GB,Galaxy Z Flip7,,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,6000,6000,6000,6000,6000,6000,6000
Samsung,Galaxy Z Flip4,512GB,Galaxy Z Flip7,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,7000,7000,7000,7000,7000,7000,7000
Samsung,Galaxy Z Fold6,1TB,Galaxy S26 Ultra,Galaxy Z Fold7,7700,,,,,,,,,,,,,,,,,120,120,120,120,120,120,120,120,120,120,,,,,,,,,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,8000,,,,,,,,,,,,,,,,
Samsung,Galaxy Z Fold5,1TB,Galaxy S26 Ultra,Galaxy Z Fold7,3300,,,,,,,,,,,,,,,,,120,120,120,120,120,120,120,120,120,120,,,,,,,,,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,9000,,,,,,,,,,,,,,,,
Samsung,Galaxy Z Fold4,1TB,Galaxy S26 Ultra,Galaxy Z Fold7,2100,,,,,,,,,,,,,,,,,120,120,120,120,120,120,120,120,120,120,,,,,,,,,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,,,,,,,,,,,,,,,,
Samsung,Galaxy Z Fold6,512GB,Galaxy S26 Ultra,Galaxy Z Fold7,7700,,,,,,,,,,,,,,,,,120,120,120,120,120,120,120,120,120,120,,,,,,,,,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,,,,,,,,,,,,,,,,
Samsung,Galaxy Z Fold5,512GB,Galaxy S26 Ultra,Galaxy Z Fold7,3300,,,,,,,,,,,,,,,,,120,120,120,120,120,120,120,120,120,120,,,,,,,,,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,,,,,,,,,,,,,,,,
Samsung,Galaxy Z Fold4,512GB,Galaxy S26 Ultra,Galaxy Z Fold7,2100,,,,,,,,,,,,,,,,,120,120,120,120,120,120,120,120,120,120,,,,,,,,,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,13000,,,,,,,,,,,,,,,,
Samsung,Galaxy S23 FE,128GB,Galaxy Z Flip7,,900,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S23 FE,256GB,Galaxy Z Flip7,,1000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S23,512GB,Galaxy Z Flip7,,1900,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung,Galaxy S24,512GB,Galaxy Z Flip7,,2800,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
